rank,ticker,sector,official_model_weighting,candidate_category,candidate_label,lbo_status,lbo_rating,final_score,nlp_stagnation_score,financial_feasibility_score,fcf_margin,fcf,debt_to_ebitda,interest_coverage,capex_to_ebitda,fcf_to_debt,has_market_data,market_pressure_score,validation_score,validation_label,strong_validation_label,relative_return_vs_spy,max_drawdown_since_ranking,volatility_since_ranking,event_type,event_score,event_date,event_summary,source,notes,model_explanation
191,PWR,Industrials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Attractive,0.6001,0.4973,0.84,0.0546,1141149000.0,0.043,16.371,0.299,18.206,0,,0.0,0,0,,,,none,0,,,,,PWR ranks #191 under the official 70/30 NLP-finance model. NLP stagnation score is 0.497. Financial feasibility score is 0.840. Final score is 0.600. Market validation data is not currently available.
192,TER,Information Technology,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Attractive,0.5999,0.5035,0.825,0.159,425589000.0,0.305,131.652,0.261,2.28,0,,0.0,0,0,,,,none,0,,,,,TER ranks #192 under the official 70/30 NLP-finance model. NLP stagnation score is 0.503. Financial feasibility score is 0.825. Final score is 0.600. Market validation data is not currently available.
193,DIS,Communication Services,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5966,0.5908,0.61,0.0551,4897000000.0,2.513,6.52,0.273,0.107,0,,0.0,0,0,,,,none,0,,,,,DIS ranks #193 under the official 70/30 NLP-finance model. NLP stagnation score is 0.591. Financial feasibility score is 0.610. Final score is 0.597. Market validation data is not currently available.
194,CAH,Health Care,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Situational,0.5962,0.4853,0.855,0.0115,2363000000.0,0.161,8.952,0.333,10.133,0,,0.0,0,0,,,,none,0,,,,,CAH ranks #194 under the official 70/30 NLP-finance model. NLP stagnation score is 0.485. Financial feasibility score is 0.855. Final score is 0.596. Market validation data is not currently available.
195,MAR,Consumer Discretionary,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Situational,0.5921,0.4708,0.875,0.1146,2718000000.0,0.014,9.2,0.113,49.418,0,,0.0,0,0,,,,none,0,,,,,MAR ranks #195 under the official 70/30 NLP-finance model. NLP stagnation score is 0.471. Financial feasibility score is 0.875. Final score is 0.592. Market validation data is not currently available.
196,F,Consumer Discretionary,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5914,0.5449,0.7,0.0379,6682000000.0,0.036,1.188,0.626,14.217,0,,0.0,0,0,,,,none,0,,,,,F ranks #196 under the official 70/30 NLP-finance model. NLP stagnation score is 0.545. Financial feasibility score is 0.700. Final score is 0.591. Market validation data is not currently available.
197,COO,Health Care,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Attractive,0.5876,0.5331,0.715,0.0598,215000000.0,0.037,23.078,0.436,6.456,0,,0.0,0,0,,,,none,0,,,,,COO ranks #197 under the official 70/30 NLP-finance model. NLP stagnation score is 0.533. Financial feasibility score is 0.715. Final score is 0.588. Market validation data is not currently available.
198,SBAC,Real Estate,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5868,0.5983,0.56,6.7182,1307695000.0,11.365,6.161,0.198,0.096,0,,0.0,0,0,,,,none,0,,,,,SBAC ranks #198 under the official 70/30 NLP-finance model. NLP stagnation score is 0.598. Financial feasibility score is 0.560. Final score is 0.587. Market validation data is not currently available.
199,RSG,Industrials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5864,0.5784,0.605,0.1328,1987000000.0,3.203,8.837,0.381,0.145,0,,0.0,0,0,,,,none,0,,,,,RSG ranks #199 under the official 70/30 NLP-finance model. NLP stagnation score is 0.578. Financial feasibility score is 0.605. Final score is 0.586. Market validation data is not currently available.
200,GOOGL,Communication Services,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Ideal,0.5862,0.456,0.89,0.2261,60477000000.0,0.51,243.621,0.335,1.416,0,,0.0,0,0,,,,none,0,,,,,GOOGL ranks #200 under the official 70/30 NLP-finance model. NLP stagnation score is 0.456. Financial feasibility score is 0.890. Final score is 0.586. Market validation data is not currently available.
201,GOOG,Communication Services,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Ideal,0.5862,0.456,0.89,0.2261,60477000000.0,0.51,243.621,0.335,1.416,0,,0.0,0,0,,,,none,0,,,,,GOOG ranks #201 under the official 70/30 NLP-finance model. NLP stagnation score is 0.456. Financial feasibility score is 0.890. Final score is 0.586. Market validation data is not currently available.
202,MLM,Materials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Marginal,0.5845,0.5415,0.685,0.1501,878000000.0,2.932,8.079,0.352,0.162,0,,0.0,0,0,,,,none,0,,,,,MLM ranks #202 under the official 70/30 NLP-finance model. NLP stagnation score is 0.541. Financial feasibility score is 0.685. Final score is 0.585. Market validation data is not currently available.
203,APD,Materials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5839,0.712,0.285,-0.1128,-1420700000.0,1.138,17.592,1.201,-0.324,0,,0.0,0,0,,,,none,0,,,,,APD ranks #203 under the official 70/30 NLP-finance model. NLP stagnation score is 0.712. Financial feasibility score is 0.285. Final score is 0.584. Market validation data is not currently available.
204,ATO,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5836,0.5552,0.65,0.1529,653770000.0,1.637,12.772,1.679,0.239,0,,0.0,0,0,,,,none,0,,,,,ATO ranks #204 under the official 70/30 NLP-finance model. NLP stagnation score is 0.555. Financial feasibility score is 0.650. Final score is 0.584. Market validation data is not currently available.
205,HII,Industrials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Attractive,0.5828,0.5282,0.71,0.0592,678000000.0,2.924,8.221,0.259,0.206,0,,0.0,0,0,,,,none,0,,,,,HII ranks #205 under the official 70/30 NLP-finance model. NLP stagnation score is 0.528. Financial feasibility score is 0.710. Final score is 0.583. Market validation data is not currently available.
206,PODD,Health Care,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Marginal,0.5819,0.6512,0.42,0.0413,70100000.0,4.349,3.567,0.258,0.055,0,,0.0,0,0,,,,none,0,,,,,PODD ranks #206 under the official 70/30 NLP-finance model. NLP stagnation score is 0.651. Financial feasibility score is 0.420. Final score is 0.582. Market validation data is not currently available.
207,HWM,Industrials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Marginal,0.5801,0.5308,0.695,0.1027,682000000.0,2.247,5.323,0.148,0.206,0,,0.0,0,0,,,,none,0,,,,,HWM ranks #207 under the official 70/30 NLP-finance model. NLP stagnation score is 0.531. Financial feasibility score is 0.695. Final score is 0.580. Market validation data is not currently available.
208,WMB,Energy,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5786,0.4944,0.775,0.2853,3422000000.0,0.003,3.656,0.394,201.294,0,,0.0,0,0,,,,none,0,,,,,WMB ranks #208 under the official 70/30 NLP-finance model. NLP stagnation score is 0.494. Financial feasibility score is 0.775. Final score is 0.579. Market validation data is not currently available.
209,FDX,Industrials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5765,0.5772,0.575,0.0297,2674000000.0,2.19,7.129,0.679,0.134,0,,0.0,0,0,,,,none,0,,,,,FDX ranks #209 under the official 70/30 NLP-finance model. NLP stagnation score is 0.577. Financial feasibility score is 0.575. Final score is 0.577. Market validation data is not currently available.
210,CDW,Information Technology,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Attractive,0.5762,0.5103,0.73,0.0679,1450500000.0,2.994,5.185,0.076,0.248,0,,0.0,0,0,,,,none,0,,,,,CDW ranks #210 under the official 70/30 NLP-finance model. NLP stagnation score is 0.510. Financial feasibility score is 0.730. Final score is 0.576. Market validation data is not currently available.
211,TSLA,Consumer Discretionary,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5761,0.508,0.735,0.045,4357000000.0,0.192,23.965,0.728,1.86,0,,0.0,0,0,,,,none,0,,,,,TSLA ranks #211 under the official 70/30 NLP-finance model. NLP stagnation score is 0.508. Financial feasibility score is 0.735. Final score is 0.576. Market validation data is not currently available.
212,COHR,Information Technology,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Marginal,0.5749,0.592,0.535,0.0384,197965000.0,0.006,6.917,0.001,0.048,0,,0.0,0,0,,,,none,0,,,,,COHR ranks #212 under the official 70/30 NLP-finance model. NLP stagnation score is 0.592. Financial feasibility score is 0.535. Final score is 0.575. Market validation data is not currently available.
213,MMM,Industrials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5735,0.4786,0.795,0.2058,5065000000.0,-0.022,-2.931,-0.018,2.639,0,,0.0,0,0,,,,none,0,,,,,MMM ranks #213 under the official 70/30 NLP-finance model. NLP stagnation score is 0.479. Financial feasibility score is 0.795. Final score is 0.573. Market validation data is not currently available.
214,VMC,Materials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Marginal,0.5724,0.5713,0.575,0.0854,664200000.0,2.596,9.561,0.427,0.125,0,,0.0,0,0,,,,none,0,,,,,VMC ranks #214 under the official 70/30 NLP-finance model. NLP stagnation score is 0.571. Financial feasibility score is 0.575. Final score is 0.572. Market validation data is not currently available.
215,SJM,Consumer Staples,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.572,0.6243,0.45,0.0918,717000000.0,20.369,2.416,1.251,0.092,0,,0.0,0,0,,,,none,0,,,,,SJM ranks #215 under the official 70/30 NLP-finance model. NLP stagnation score is 0.624. Financial feasibility score is 0.450. Final score is 0.572. Market validation data is not currently available.
216,VST,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5708,0.5069,0.72,0.2736,3777000000.0,3.915,6.93,0.403,0.232,0,,0.0,0,0,,,,none,0,,,,,VST ranks #216 under the official 70/30 NLP-finance model. NLP stagnation score is 0.507. Financial feasibility score is 0.720. Final score is 0.571. Market validation data is not currently available.
217,CF,Materials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Ideal,0.5696,0.4281,0.9,0.3405,2258000000.0,0.959,14.867,0.161,0.76,0,,0.0,0,0,,,,none,0,,,,,CF ranks #217 under the official 70/30 NLP-finance model. NLP stagnation score is 0.428. Financial feasibility score is 0.900. Final score is 0.570. Market validation data is not currently available.
218,HPQ,Information Technology,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5696,0.4666,0.81,0.0554,2978000000.0,0.327,4.683,0.138,2.118,0,,0.0,0,0,,,,none,0,,,,,HPQ ranks #218 under the official 70/30 NLP-finance model. NLP stagnation score is 0.467. Financial feasibility score is 0.810. Final score is 0.570. Market validation data is not currently available.
219,UAL,Industrials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5687,0.6839,0.3,-0.0048,-260000000.0,1.701,6.727,1.042,-0.022,0,,0.0,0,0,,,,none,0,,,,,UAL ranks #219 under the official 70/30 NLP-finance model. NLP stagnation score is 0.684. Financial feasibility score is 0.300. Final score is 0.569. Market validation data is not currently available.
220,ECL,Materials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Attractive,0.567,0.4607,0.815,0.1069,1637000000.0,0.236,5.71,0.297,2.659,0,,0.0,0,0,,,,none,0,,,,,ECL ranks #220 under the official 70/30 NLP-finance model. NLP stagnation score is 0.461. Financial feasibility score is 0.815. Final score is 0.567. Market validation data is not currently available.
221,VICI,Real Estate,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Insufficient data,0.5664,0.5348,0.64,0.6038,2180958000.0,20.988,0.357,0.0,0.13,0,,0.0,0,0,,,,none,0,,,,,VICI ranks #221 under the official 70/30 NLP-finance model. NLP stagnation score is 0.535. Financial feasibility score is 0.640. Final score is 0.566. Market validation data is not currently available.
222,TRGP,Energy,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5643,0.6004,0.48,0.0514,826200000.0,3.583,178.653,0.603,0.058,0,,0.0,0,0,,,,none,0,,,,,TRGP ranks #222 under the official 70/30 NLP-finance model. NLP stagnation score is 0.600. Financial feasibility score is 0.480. Final score is 0.564. Market validation data is not currently available.
223,CHTR,Communication Services,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5618,0.6376,0.385,0.0608,3318000000.0,4.66,13.042,0.551,0.035,0,,0.0,0,0,,,,none,0,,,,,CHTR ranks #223 under the official 70/30 NLP-finance model. NLP stagnation score is 0.638. Financial feasibility score is 0.385. Final score is 0.562. Market validation data is not currently available.
224,AVB,Real Estate,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Insufficient data,0.5617,0.4917,0.725,6.7325,1551220000.0,3.097,8.693,0.003,0.192,0,,0.0,0,0,,,,none,0,,,,,AVB ranks #224 under the official 70/30 NLP-finance model. NLP stagnation score is 0.492. Financial feasibility score is 0.725. Final score is 0.562. Market validation data is not currently available.
225,DAL,Industrials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5616,0.573,0.535,0.0197,1141000000.0,1.952,11.478,0.677,0.074,0,,0.0,0,0,,,,none,0,,,,,DAL ranks #225 under the official 70/30 NLP-finance model. NLP stagnation score is 0.573. Financial feasibility score is 0.535. Final score is 0.562. Market validation data is not currently available.
226,SWK,Industrials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Marginal,0.5615,0.5622,0.56,0.054,852600000.0,2.637,3.365,0.146,0.14,0,,0.0,0,0,,,,none,0,,,,,SWK ranks #226 under the official 70/30 NLP-finance model. NLP stagnation score is 0.562. Financial feasibility score is 0.560. Final score is 0.562. Market validation data is not currently available.
227,HON,Industrials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Attractive,0.5605,0.4879,0.73,0.1393,4599000000.0,3.39,10.097,0.086,0.158,0,,0.0,0,0,,,,none,0,,,,,HON ranks #227 under the official 70/30 NLP-finance model. NLP stagnation score is 0.488. Financial feasibility score is 0.730. Final score is 0.561. Market validation data is not currently available.
228,WBD,Communication Services,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5585,0.53,0.625,0.1491,6161000000.0,6.137,-2.445,0.204,0.156,0,,0.0,0,0,,,,none,0,,,,,WBD ranks #228 under the official 70/30 NLP-finance model. NLP stagnation score is 0.530. Financial feasibility score is 0.625. Final score is 0.558. Market validation data is not currently available.
229,UPS,Industrials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Attractive,0.5559,0.447,0.81,0.0558,5080000000.0,0.154,13.171,0.432,2.764,0,,0.0,0,0,,,,none,0,,,,,UPS ranks #229 under the official 70/30 NLP-finance model. NLP stagnation score is 0.447. Financial feasibility score is 0.810. Final score is 0.556. Market validation data is not currently available.
230,CAG,Consumer Staples,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5536,0.6152,0.41,0.0516,633200000.0,5.197,2.848,0.251,0.084,0,,0.0,0,0,,,,none,0,,,,,CAG ranks #230 under the official 70/30 NLP-finance model. NLP stagnation score is 0.615. Financial feasibility score is 0.410. Final score is 0.554. Market validation data is not currently available.
231,TMUS,Communication Services,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5532,0.5181,0.635,0.1115,8758000000.0,2.89,10.061,0.362,0.112,0,,0.0,0,0,,,,none,0,,,,,TMUS ranks #231 under the official 70/30 NLP-finance model. NLP stagnation score is 0.518. Financial feasibility score is 0.635. Final score is 0.553. Market validation data is not currently available.
232,CBRE,Real Estate,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Marginal,0.5497,0.5538,0.54,0.0056,175000000.0,1.559,7.711,0.175,0.065,0,,0.0,0,0,,,,none,0,,,,,CBRE ranks #232 under the official 70/30 NLP-finance model. NLP stagnation score is 0.554. Financial feasibility score is 0.540. Final score is 0.550. Market validation data is not currently available.
233,IFF,Materials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5492,0.4867,0.695,0.0829,952000000.0,-0.022,-2.931,-0.018,0.674,0,,0.0,0,0,,,,none,0,,,,,IFF ranks #233 under the official 70/30 NLP-finance model. NLP stagnation score is 0.487. Financial feasibility score is 0.695. Final score is 0.549. Market validation data is not currently available.
234,BAX,Health Care,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5486,0.548,0.55,0.1249,1294000000.0,5.581,1.392,0.255,0.137,0,,0.0,0,0,,,,none,0,,,,,BAX ranks #234 under the official 70/30 NLP-finance model. NLP stagnation score is 0.548. Financial feasibility score is 0.550. Final score is 0.549. Market validation data is not currently available.
235,LOW,Consumer Discretionary,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Attractive,0.5481,0.4637,0.745,0.0715,6176000000.0,2.954,41.275,0.146,0.155,0,,0.0,0,0,,,,none,0,,,,,LOW ranks #235 under the official 70/30 NLP-finance model. NLP stagnation score is 0.464. Financial feasibility score is 0.745. Final score is 0.548. Market validation data is not currently available.
236,IQV,Health Care,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5479,0.5299,0.59,0.1001,1500000000.0,3.31,2.942,0.209,0.146,0,,0.0,0,0,,,,none,0,,,,,IQV ranks #236 under the official 70/30 NLP-finance model. NLP stagnation score is 0.530. Financial feasibility score is 0.590. Final score is 0.548. Market validation data is not currently available.
237,GEN,Information Technology,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5465,0.5536,0.53,0.2264,751000000.0,5.605,3.007,0.004,0.087,0,,0.0,0,0,,,,none,0,,,,,GEN ranks #237 under the official 70/30 NLP-finance model. NLP stagnation score is 0.554. Financial feasibility score is 0.530. Final score is 0.546. Market validation data is not currently available.
238,AMT,Real Estate,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5442,0.5717,0.48,3.9132,2924300000.0,8.596,3.589,0.397,0.075,0,,0.0,0,0,,,,none,0,,,,,AMT ranks #238 under the official 70/30 NLP-finance model. NLP stagnation score is 0.572. Financial feasibility score is 0.480. Final score is 0.544. Market validation data is not currently available.
239,NSC,Industrials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5441,0.5008,0.645,0.0701,852000000.0,0.134,4.12,0.561,1.535,0,,0.0,0,0,,,,none,0,,,,,NSC ranks #239 under the official 70/30 NLP-finance model. NLP stagnation score is 0.501. Financial feasibility score is 0.645. Final score is 0.544. Market validation data is not currently available.
240,JBL,Information Technology,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Marginal,0.5427,0.4838,0.68,0.0203,704000000.0,1.17,8.833,0.419,0.244,0,,0.0,0,0,,,,none,0,,,,,JBL ranks #240 under the official 70/30 NLP-finance model. NLP stagnation score is 0.484. Financial feasibility score is 0.680. Final score is 0.543. Market validation data is not currently available.
241,STE,Health Care,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Marginal,0.5405,0.5215,0.585,0.0871,394978000.0,2.322,8.84,0.269,0.127,0,,0.0,0,0,,,,none,0,,,,,STE ranks #241 under the official 70/30 NLP-finance model. NLP stagnation score is 0.521. Financial feasibility score is 0.585. Final score is 0.541. Market validation data is not currently available.
242,TAP,Consumer Staples,70% NLP stagnation / 30% financial feasibility,Validation signal despite lower model score,Lower priority,Fail,Marginal,0.5398,0.4154,0.83,0.1014,1407500000.0,0.015,5.525,0.317,43.711,1,2.0,2.0,1,1,-0.4785,-0.3196,0.2717,none,0,,,,,TAP ranks #242 under the official 70/30 NLP-finance model. NLP stagnation score is 0.415. Financial feasibility score is 0.830. Final score is 0.540. The company shows 2 market-pressure signal(s). Maximum drawdown was -32.0%. Relative return vs SPY was -47.9%.
243,CMS,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.538,0.6721,0.225,-0.0003,-2000000.0,0.457,2.47,0.957,-0.002,0,,0.0,0,0,,,,none,0,,,,,CMS ranks #243 under the official 70/30 NLP-finance model. NLP stagnation score is 0.672. Financial feasibility score is 0.225. Final score is 0.538. Market validation data is not currently available.
244,REGN,Health Care,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Ideal,0.5374,0.3734,0.92,0.2954,3875400000.0,0.444,70.63,0.161,1.953,0,,0.0,0,0,,,,none,0,,,,,REGN ranks #244 under the official 70/30 NLP-finance model. NLP stagnation score is 0.373. Financial feasibility score is 0.920. Final score is 0.537. Market validation data is not currently available.
245,KMB,Consumer Staples,70% NLP stagnation / 30% financial feasibility,Validation signal despite lower model score,Lower priority,Fail,Situational,0.5342,0.3838,0.885,0.1619,2776000000.0,0.21,6.58,0.286,4.922,1,2.0,2.0,1,1,-0.4626,-0.3406,0.2418,none,0,,,,,KMB ranks #245 under the official 70/30 NLP-finance model. NLP stagnation score is 0.384. Financial feasibility score is 0.885. Final score is 0.534. The company shows 2 market-pressure signal(s). Maximum drawdown was -34.1%. Relative return vs SPY was -46.3%.
246,TSN,Consumer Staples,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5297,0.6475,0.255,-0.0035,-187000000.0,0.079,-0.923,2.076,-2.527,0,,0.0,0,0,,,,none,0,,,,,TSN ranks #246 under the official 70/30 NLP-finance model. NLP stagnation score is 0.647. Financial feasibility score is 0.255. Final score is 0.530. Market validation data is not currently available.
247,CEG,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5287,0.6782,0.18,-0.2394,-3065100000.0,2.759,5.709,0.903,-1.043,0,,0.0,0,0,,,,none,0,,,,,CEG ranks #247 under the official 70/30 NLP-finance model. NLP stagnation score is 0.678. Financial feasibility score is 0.180. Final score is 0.529. Market validation data is not currently available.
248,WEC,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5272,0.6524,0.235,0.0162,144100000.0,5.96,4.05,0.906,0.008,0,,0.0,0,0,,,,none,0,,,,,WEC ranks #248 under the official 70/30 NLP-finance model. NLP stagnation score is 0.652. Financial feasibility score is 0.235. Final score is 0.527. Market validation data is not currently available.
249,AWK,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5225,0.6757,0.165,-0.1662,-701000000.0,3.924,4.839,1.166,-0.081,0,,0.0,0,0,,,,none,0,,,,,AWK ranks #249 under the official 70/30 NLP-finance model. NLP stagnation score is 0.676. Financial feasibility score is 0.165. Final score is 0.523. Market validation data is not currently available.
250,FCX,Materials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5213,0.539,0.48,0.02,455000000.0,1.079,10.623,0.582,0.051,0,,0.0,0,0,,,,none,0,,,,,FCX ranks #250 under the official 70/30 NLP-finance model. NLP stagnation score is 0.539. Financial feasibility score is 0.480. Final score is 0.521. Market validation data is not currently available.
251,NOC,Industrials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Marginal,0.5208,0.4997,0.57,0.0534,2100000000.0,4.051,4.655,0.458,0.134,0,,0.0,0,0,,,,none,0,,,,,NOC ranks #251 under the official 70/30 NLP-finance model. NLP stagnation score is 0.500. Financial feasibility score is 0.570. Final score is 0.521. Market validation data is not currently available.
252,IP,Materials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Attractive,0.5192,0.4417,0.7,0.0432,692000000.0,0.057,5.342,0.338,3.623,0,,0.0,0,0,,,,none,0,,,,,IP ranks #252 under the official 70/30 NLP-finance model. NLP stagnation score is 0.442. Financial feasibility score is 0.700. Final score is 0.519. Market validation data is not currently available.
253,SPG,Real Estate,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Insufficient data,0.5169,0.492,0.575,0.5544,3137510000.0,5.963,3.284,0.195,0.129,0,,0.0,0,0,,,,none,0,,,,,SPG ranks #253 under the official 70/30 NLP-finance model. NLP stagnation score is 0.492. Financial feasibility score is 0.575. Final score is 0.517. Market validation data is not currently available.
254,CNP,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5145,0.6257,0.255,-0.0608,-524000000.0,0.179,3.359,1.392,-0.926,0,,0.0,0,0,,,,none,0,,,,,CNP ranks #254 under the official 70/30 NLP-finance model. NLP stagnation score is 0.626. Financial feasibility score is 0.255. Final score is 0.514. Market validation data is not currently available.
255,DGX,Health Care,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Marginal,0.5133,0.4719,0.61,0.0934,864000000.0,3.655,8.303,0.24,0.139,0,,0.0,0,0,,,,none,0,,,,,DGX ranks #255 under the official 70/30 NLP-finance model. NLP stagnation score is 0.472. Financial feasibility score is 0.610. Final score is 0.513. Market validation data is not currently available.
256,SATS,Communication Services,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5063,0.6204,0.24,-0.0393,-668274000.0,0.72,-1.879,2.349,-0.703,0,,0.0,0,0,,,,none,0,,,,,SATS ranks #256 under the official 70/30 NLP-finance model. NLP stagnation score is 0.620. Financial feasibility score is 0.240. Final score is 0.506. Market validation data is not currently available.
257,WYNN,Consumer Discretionary,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5063,0.5497,0.405,0.1853,805086000.0,6.902,1.387,0.29,0.076,0,,0.0,0,0,,,,none,0,,,,,WYNN ranks #257 under the official 70/30 NLP-finance model. NLP stagnation score is 0.550. Financial feasibility score is 0.405. Final score is 0.506. Market validation data is not currently available.
258,ES,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.5045,0.6885,0.075,-0.2259,-2690688000.0,8.306,4.12,1.349,-0.101,0,,0.0,0,0,,,,none,0,,,,,ES ranks #258 under the official 70/30 NLP-finance model. NLP stagnation score is 0.689. Financial feasibility score is 0.075. Final score is 0.504. Market validation data is not currently available.
259,EXE,Energy,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.5037,0.4903,0.535,0.0632,551000000.0,1.217,285.636,0.392,0.097,0,,0.0,0,0,,,,none,0,,,,,EXE ranks #259 under the official 70/30 NLP-finance model. NLP stagnation score is 0.490. Financial feasibility score is 0.535. Final score is 0.504. Market validation data is not currently available.
260,LITE,Information Technology,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4974,0.5435,0.39,0.029,51300000.0,-0.022,-1.735,-0.018,0.021,0,,0.0,0,0,,,,none,0,,,,,LITE ranks #260 under the official 70/30 NLP-finance model. NLP stagnation score is 0.543. Financial feasibility score is 0.390. Final score is 0.497. Market validation data is not currently available.
